2026-03-29;20:31:00.0000000;Santa Rosa;Hurto simple;-11.9613;-76.9835;12.9;FALSE;FALSE;Noche
2026-01-03;16:30:00.0000000;Ancon;Robo de vehiculo;-11.885;-77.0429;13.2;TRUE;TRUE;Tarde
2026-02-06;00:11:00.0000000;Puente Piedra;Vandalismo;-11.9957;-77.0457;10.9;TRUE;TRUE;Madrugada
2026-01-05;00:57:00.0000000;Carabayllo;Extorsion;-11.8085;-76.9604;26.2;TRUE;FALSE;Madrugada
2026-04-08;10:28:00.0000000;Carabayllo;Arrebato;-11.8345;-77.0593;23.2;FALSE;FALSE;Manana
2026-03-28;03:59:00.0000000;Independencia;Vandalismo;-11.9401;-77.0516;12.7;FALSE;FALSE;Madrugada
2026-03-29;21:56:00.0000000;Ancon;Robo a mano armada;-11.8249;-77.0877;21.2;TRUE;TRUE;Noche
2026-03-15;22:45:00.0000000;San Martin de Porres;Robo de vehiculo;-11.8694;-76.9579;18.9;TRUE;TRUE;Noche
2026-04-05;05:06:00.0000000;Comas;Robo a mano armada;-11.9752;-77.0394;7.8;TRUE;FALSE;Madrugada
2026-03-07;15:58:00.0000000;Independencia;Hurto simple;-11.8098;-76.9198;24.0;FALSE;FALSE;Tarde
2026-04-21;16:03:00.0000000;Los Olivos;Arrebato;-11.9483;-76.9147;21.7;TRUE;TRUE;Tarde
2026-03-14;19:14:00.0000000;Independencia;Vandalismo;-11.9315;-77.0635;25.0;FALSE;FALSE;Noche
2026-01-24;07:33:00.0000000;Independencia;Hurto simple;-11.9281;-77.034;20.9;TRUE;TRUE;Manana
2026-04-25;22:35:00.0000000;Puente Piedra;Robo de vehiculo;-11.8533;-76.913;17.9;FALSE;TRUE;Noche
2026-01-12;22:52:00.0000000;Ancon;Extorsion;-11.9466;-76.9595;25.0;FALSE;TRUE;Noche
2026-02-27;09:17:00.0000000;Puente Piedra;Arrebato;-11.9869;-76.9821;12.9;TRUE;TRUE;Manana
2026-01-18;21:43:00.0000000;Ancon;Robo de vehiculo;-11.9689;-76.9219;17.5;TRUE;FALSE;Noche
2026-03-09;05:33:00.0000000;Ancon;Extorsion;-11.9414;-76.9284;22.4;TRUE;FALSE;Madrugada
2026-03-19;08:56:00.0000000;Ancon;Vandalismo;-11.8997;-76.9838;29.6;FALSE;FALSE;Manana
2026-02-16;02:43:00.0000000;Santa Rosa;Robo a mano armada;-11.9597;-76.9414;15.7;TRUE;FALSE;Madrugada
2026-03-07;16:29:00.0000000;Santa Rosa;Hurto simple;-11.8338;-77.099;22.8;TRUE;TRUE;Tarde
2026-02-08;18:43:00.0000000;Comas;Robo de vehiculo;-11.9655;-77.0491;27.1;TRUE;FALSE;Noche
2026-04-21;20:22:00.0000000;Los Olivos;Robo de vehiculo;-11.9852;-77.0421;11.2;TRUE;FALSE;Noche
2026-03-07;08:59:00.0000000;Comas;Robo a mano armada;-11.9674;-76.974;9.9;TRUE;FALSE;Manana
2026-04-07;17:42:00.0000000;San Martin de Porres;Robo de vehiculo;-11.9702;-76.9447;10.3;TRUE;TRUE;Tarde
2026-01-09;14:09:00.0000000;Los Olivos;Hurto simple;-11.8524;-76.9788;14.6;FALSE;TRUE;Tarde
2026-04-20;16:32:00.0000000;Puente Piedra;Hurto simple;-11.9735;-77.0401;27.6;FALSE;FALSE;Tarde
2026-02-16;05:02:00.0000000;Carabayllo;Robo de vehiculo;-11.9917;-77.0886;5.9;FALSE;FALSE;Madrugada
2026-02-12;07:22:00.0000000;Los Olivos;Extorsion;-11.9792;-76.9883;21.8;FALSE;FALSE;Manana
2026-03-16;12:04:00.0000000;Comas;Robo a mano armada;-11.891;-76.9402;25.1;TRUE;TRUE;Tarde
2026-01-03;17:21:00.0000000;Los Olivos;Hurto simple;-11.9142;-76.9463;14.8;FALSE;TRUE;Tarde
2026-04-09;22:10:00.0000000;Los Olivos;Robo a mano armada;-11.988;-76.9561;20.0;TRUE;TRUE;Noche
2026-01-18;11:23:00.0000000;Santa Rosa;Robo a mano armada;-11.8545;-76.9231;14.6;TRUE;TRUE;Manana
2026-03-17;16:29:00.0000000;Independencia;Extorsion;-11.8032;-76.9191;19.0;FALSE;TRUE;Tarde
2026-01-07;03:56:00.0000000;San Martin de Porres;Robo a mano armada;-11.9027;-76.9041;6.1;TRUE;FALSE;Madrugada
2026-04-07;17:11:00.0000000;Santa Rosa;Hurto simple;-11.9402;-76.9467;25.0;TRUE;FALSE;Tarde
2026-02-20;20:06:00.0000000;Ancon;Vandalismo;-11.8075;-76.9832;29.1;FALSE;FALSE;Noche
2026-01-30;00:14:00.0000000;San Martin de Porres;Robo de vehiculo;-11.9819;-77.0824;25.2;FALSE;FALSE;Madrugada
2026-02-19;13:13:00.0000000;Los Olivos;Robo de vehiculo;-11.9851;-76.9657;28.2;FALSE;FALSE;Tarde
2026-01-17;20:09:00.0000000;Independencia;Robo de vehiculo;-11.8282;-76.9003;26.4;FALSE;TRUE;Noche
2026-04-13;05:28:00.0000000;Comas;Robo a mano armada;-11.8181;-77.0211;26.9;TRUE;TRUE;Madrugada
2026-04-07;01:05:00.0000000;Comas;Extorsion;-11.806;-76.9422;15.8;TRUE;FALSE;Madrugada
2026-01-22;01:43:00.0000000;Comas;Robo a mano armada;-11.9049;-76.9204;24.9;TRUE;FALSE;Madrugada
2026-01-16;13:20:00.0000000;Ancon;Robo a mano armada;-11.9399;-76.9018;16.8;TRUE;FALSE;Tarde
2026-04-08;16:03:00.0000000;Puente Piedra;Hurto simple;-11.9868;-76.9752;5.5;FALSE;FALSE;Tarde
2026-02-06;10:44:00.0000000;Comas;Robo de vehiculo;-11.9839;-76.9103;28.7;TRUE;TRUE;Manana
2026-05-01;22:52:00.0000000;Puente Piedra;Robo de vehiculo;-11.8629;-76.9945;5.8;FALSE;FALSE;Noche
2026-01-04;22:29:00.0000000;Ancon;Robo de vehiculo;-11.9447;-77.0731;26.7;TRUE;TRUE;Noche
2026-02-25;12:30:00.0000000;Independencia;Arrebato;-11.8588;-76.9951;21.3;FALSE;FALSE;Tarde
2026-04-25;12:36:00.0000000;Los Olivos;Hurto simple;-11.843;-77.0595;26.1;FALSE;FALSE;Tarde
2026-03-31;08:08:00.0000000;Comas;Hurto simple;-11.8982;-77.0748;9.6;FALSE;FALSE;Manana
2026-04-07;16:36:00.0000000;Santa Rosa;Hurto simple;-11.862;-77.0173;13.3;FALSE;TRUE;Tarde
2026-02-28;01:52:00.0000000;Independencia;Arrebato;-11.8115;-76.944;8.1;TRUE;TRUE;Madrugada
2026-04-17;07:05:00.0000000;Carabayllo;Robo de vehiculo;-11.9469;-76.9645;18.9;TRUE;TRUE;Manana
2026-03-22;15:56:00.0000000;Carabayllo;Robo a mano armada;-11.8343;-76.924;22.4;TRUE;FALSE;Tarde
2026-02-13;06:03:00.0000000;Comas;Extorsion;-11.9804;-77.0224;12.5;FALSE;FALSE;Manana
2026-04-06;22:54:00.0000000;Los Olivos;Arrebato;-11.9993;-76.9086;14.4;FALSE;FALSE;Noche
2026-04-11;20:07:00.0000000;Ancon;Arrebato;-11.8747;-77.0455;23.2;TRUE;FALSE;Noche
2026-03-17;17:00:00.0000000;Comas;Extorsion;-11.9321;-76.9451;15.6;FALSE;FALSE;Tarde
2026-01-31;16:47:00.0000000;Los Olivos;Vandalismo;-11.9432;-77.0259;8.6;FALSE;TRUE;Tarde
2026-03-20;05:13:00.0000000;Ancon;Hurto simple;-11.8941;-77.0705;10.0;TRUE;FALSE;Madrugada
2026-02-13;11:02:00.0000000;Comas;Arrebato;-11.936;-77.0486;25.6;FALSE;TRUE;Manana
2026-02-16;05:19:00.0000000;Santa Rosa;Robo a mano armada;-11.9914;-76.9397;28.0;TRUE;FALSE;Madrugada
2026-01-20;07:21:00.0000000;Comas;Robo a mano armada;-11.8325;-77.0581;8.6;TRUE;TRUE;Manana
2026-04-10;18:35:00.0000000;Independencia;Arrebato;-11.8036;-77.0701;22.5;TRUE;FALSE;Noche
2026-04-11;16:10:00.0000000;Comas;Hurto simple;-11.8208;-77.0635;19.2;FALSE;TRUE;Tarde
2026-01-12;10:27:00.0000000;Comas;Robo a mano armada;-11.8607;-77.0853;7.4;TRUE;FALSE;Manana
2026-04-14;12:59:00.0000000;Independencia;Arrebato;-11.9049;-76.9806;9.1;TRUE;FALSE;Tarde
2026-01-07;00:58:00.0000000;Carabayllo;Extorsion;-11.9672;-77.025;21.6;TRUE;FALSE;Madrugada
2026-04-18;20:07:00.0000000;Ancon;Arrebato;-11.8636;-76.946;23.9;FALSE;FALSE;Noche
2026-01-24;04:38:00.0000000;Los Olivos;Robo a mano armada;-11.9079;-76.9735;20.1;TRUE;TRUE;Madrugada
